Country Name,Country Code,Series Name,Series Code,1990 [YR1990]
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.5823170731707
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1221904
Trinidad and Tobago,TTO,Rural population,SP.RUR.TOTL,1117627
Trinidad and Tobago,TTO,Urban population,SP.URB.TOTL,104277
Trinidad and Tobago,TTO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.56
Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.0229024390244
Tunisia,TUN,"Population, total",SP.POP.TOTL,8154400
Tunisia,TUN,Rural population,SP.RUR.TOTL,3429251
Tunisia,TUN,Urban population,SP.URB.TOTL,4725149
Tunisia,TUN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.6
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.3073170731707
Turkey,TUR,"Population, total",SP.POP.TOTL,53994605
Turkey,TUR,Rural population,SP.RUR.TOTL,22028179
Turkey,TUR,Urban population,SP.URB.TOTL,31966426
Turkey,TUR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.213
Turkey,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.2823414634146
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,3668000
Turkmenistan,TKM,Rural population,SP.RUR.TOTL,2014649
Turkmenistan,TKM,Urban population,SP.URB.TOTL,1653351
Turkmenistan,TKM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.831
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.6741463414634
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,11550
Turks and Caicos Islands,TCA,Rural population,SP.RUR.TOTL,2963
Turks and Caicos Islands,TCA,Urban population,SP.URB.TOTL,8587
Turks and Caicos Islands,TCA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Turks and Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Tuvalu,TUV,"Population, total",SP.POP.TOTL,9004
Tuvalu,TUV,Rural population,SP.RUR.TOTL,5343
Tuvalu,TUV,Urban population,SP.URB.TOTL,3661
Tuvalu,TUV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Tuvalu,TUV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Uganda,UGA,"Population, total",SP.POP.TOTL,17384369
Uganda,UGA,Rural population,SP.RUR.TOTL,15458876
Uganda,UGA,Urban population,SP.URB.TOTL,1925493
Uganda,UGA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,17.248
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.5006585365854
Ukraine,UKR,"Population, total",SP.POP.TOTL,51892000
Ukraine,UKR,Rural population,SP.RUR.TOTL,17250458
Ukraine,UKR,Urban population,SP.URB.TOTL,34641542
Ukraine,UKR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.1
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.1365853658537
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,1811458
United Arab Emirates,ARE,Rural population,SP.RUR.TOTL,379482
United Arab Emirates,ARE,Urban population,SP.URB.TOTL,1431976
United Arab Emirates,ARE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2.769
United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.7206341463415
United Kingdom,GBR,"Population, total",SP.POP.TOTL,57247586
United Kingdom,GBR,Rural population,SP.RUR.TOTL,12514322
United Kingdom,GBR,Urban population,SP.URB.TOTL,44733264
United Kingdom,GBR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.2
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.8804878048781
United States,USA,"Population, total",SP.POP.TOTL,249623000
United States,USA,Rural population,SP.RUR.TOTL,61656881
United States,USA,Urban population,SP.URB.TOTL,187966119
United States,USA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.6
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.2146341463415
Upper middle income,UMC,"Population, total",SP.POP.TOTL,1856995358
Upper middle income,UMC,Rural population,SP.RUR.TOTL,1121687193
Upper middle income,UMC,Urban population,SP.URB.TOTL,735308165
Upper middle income,UMC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.87861443955995
Upper middle income,UMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.5625339203782
Uruguay,URY,"Population, total",SP.POP.TOTL,3109987
Uruguay,URY,Rural population,SP.RUR.TOTL,342938
Uruguay,URY,Urban population,SP.URB.TOTL,2767049
Uruguay,URY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.788
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.5395365853659
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,20510000
Uzbekistan,UZB,Rural population,SP.RUR.TOTL,12270723
Uzbekistan,UZB,Urban population,SP.URB.TOTL,8239277
Uzbekistan,UZB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.1
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.6841707317073
Vanuatu,VUT,"Population, total",SP.POP.TOTL,146633
Vanuatu,VUT,Rural population,SP.RUR.TOTL,119191
Vanuatu,VUT,Urban population,SP.URB.TOTL,27442
Vanuatu,VUT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.133
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.1968536585366
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,19861959
"Venezuela, RB",VEN,Rural population,SP.RUR.TOTL,3121505
"Venezuela, RB",VEN,Urban population,SP.URB.TOTL,16740454
"Venezuela, RB",VEN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.862
"Venezuela, RB",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.1077317073171
Vietnam,VNM,"Population, total",SP.POP.TOTL,66016700
Vietnam,VNM,Rural population,SP.RUR.TOTL,52645017
Vietnam,VNM,Urban population,SP.URB.TOTL,13371683
Vietnam,VNM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.307
Vietnam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.5100975609756
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,103963
Virgin Islands (U.S.),VIR,Rural population,SP.RUR.TOTL,12803
Virgin Islands (U.S.),VIR,Urban population,SP.URB.TOTL,91160
Virgin Islands (U.S.),VIR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.625
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.788
West Bank and Gaza,WBG,"Population, total",SP.POP.TOTL,1978248
West Bank and Gaza,WBG,Rural population,SP.RUR.TOTL,638796
West Bank and Gaza,WBG,Urban population,SP.URB.TOTL,1339452
West Bank and Gaza,WBG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.72
West Bank and Gaza,WBG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.0477317073171
World,WLD,"Population, total",SP.POP.TOTL,5282721170
World,WLD,Rural population,SP.RUR.TOTL,3002449503
World,WLD,Urban population,SP.URB.TOTL,2258137831
World,WLD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.14721377640032
World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.6902261371544
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,11961099
"Yemen, Rep.",YEM,Rural population,SP.RUR.TOTL,9457521
"Yemen, Rep.",YEM,Urban population,SP.URB.TOTL,2503578
"Yemen, Rep.",YEM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.645
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.7641951219512
Zambia,ZMB,"Population, total",SP.POP.TOTL,8143142
Zambia,ZMB,Rural population,SP.RUR.TOTL,4934174
Zambia,ZMB,Urban population,SP.URB.TOTL,3208968
Zambia,ZMB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,18.8
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.8201463414634
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,10484771
Zimbabwe,ZWE,Rural population,SP.RUR.TOTL,7445446
Zimbabwe,ZWE,Urban population,SP.URB.TOTL,3039325
Zimbabwe,ZWE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.267
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.133756097561
,,,,
,,,,
,,,,
Data from database: Health Nutrition and Population Statistics: Population estimates and projections,,,,
Last Updated: 09/18/2015,,,,
